slot,parent_slot,cl_client,validator_id,validator,builder,relay,date,slot_in_epoch
[7034576](https://beaconcha.in/slot/7034576),0,Unknown,0,,,,2023-08-05 12:35:35,16
[7034902](https://beaconcha.in/slot/7034902),0,Unknown,0,,,,2023-08-05 13:40:47,22
[7035133](https://beaconcha.in/slot/7035133),0,Prysm,26598,,,,2023-08-05 14:26:59,29
[7035350](https://beaconcha.in/slot/7035350),0,Unknown,0,,,,2023-08-05 15:10:23,22
[7035360](https://beaconcha.in/slot/7035360),0,Prysm,157268,,,,2023-08-05 15:12:23,0
[7035826](https://beaconcha.in/slot/7035826),0,Unknown,0,,,,2023-08-05 16:45:35,18
[7036000](https://beaconcha.in/slot/7036000),0,Teku,312299,,,,2023-08-05 17:20:23,0
[7036060](https://beaconcha.in/slot/7036060),0,Unknown,0,,,,2023-08-05 17:32:23,28
[7036096](https://beaconcha.in/slot/7036096),0,Unknown,0,,,,2023-08-05 17:39:35,0
[7036458](https://beaconcha.in/slot/7036458),0,Unknown,0,,,,2023-08-05 18:51:59,10
[7037049](https://beaconcha.in/slot/7037049),0,Unknown,0,,,,2023-08-05 20:50:11,25
[7037104](https://beaconcha.in/slot/7037104),0,Unknown,0,,,,2023-08-05 21:01:11,16
[7037184](https://beaconcha.in/slot/7037184),0,Unknown,0,,,,2023-08-05 21:17:11,0
[7037438](https://beaconcha.in/slot/7037438),0,Prysm,109318,,,,2023-08-05 22:07:59,30
[7037597](https://beaconcha.in/slot/7037597),0,Unknown,0,,,,2023-08-05 22:39:47,29
[7037633](https://beaconcha.in/slot/7037633),0,Unknown,0,,,,2023-08-05 22:46:59,1
[7037888](https://beaconcha.in/slot/7037888),0,Unknown,0,,,,2023-08-05 23:37:59,0
[7037968](https://beaconcha.in/slot/7037968),0,Unknown,0,,,,2023-08-05 23:53:59,16
[7038003](https://beaconcha.in/slot/7038003),0,Unknown,0,,,,2023-08-06 00:00:59,19
[7038070](https://beaconcha.in/slot/7038070),0,Unknown,0,,,,2023-08-06 00:14:23,22
[7038375](https://beaconcha.in/slot/7038375),0,Unknown,0,,,,2023-08-06 01:15:23,7
[7038433](https://beaconcha.in/slot/7038433),0,Unknown,0,,,,2023-08-06 01:26:59,1
[7038498](https://beaconcha.in/slot/7038498),0,Lighthouse,405175,,,,2023-08-06 01:39:59,2
[7038614](https://beaconcha.in/slot/7038614),0,Prysm,473616,,,,2023-08-06 02:03:11,22
[7038623](https://beaconcha.in/slot/7038623),0,Unknown,0,,,,2023-08-06 02:04:59,31
[7038656](https://beaconcha.in/slot/7038656),0,Unknown,0,,,,2023-08-06 02:11:35,0
[7038665](https://beaconcha.in/slot/7038665),0,Unknown,0,,,,2023-08-06 02:13:23,9
[7038711](https://beaconcha.in/slot/7038711),0,Unknown,0,,,,2023-08-06 02:22:35,23
[7038848](https://beaconcha.in/slot/7038848),0,Prysm,667055,,,,2023-08-06 02:49:59,0
[7039057](https://beaconcha.in/slot/7039057),0,Nimbus,616699,,,,2023-08-06 03:31:47,17
[7039181](https://beaconcha.in/slot/7039181),0,Unknown,0,,,,2023-08-06 03:56:35,13
[7039197](https://beaconcha.in/slot/7039197),0,Unknown,0,,,,2023-08-06 03:59:47,29
[7039271](https://beaconcha.in/slot/7039271),0,Unknown,0,,,,2023-08-06 04:14:35,7
[7039657](https://beaconcha.in/slot/7039657),0,Unknown,0,,,,2023-08-06 05:31:47,9
[7039672](https://beaconcha.in/slot/7039672),0,Unknown,0,,,,2023-08-06 05:34:47,24
[7039744](https://beaconcha.in/slot/7039744),0,Unknown,0,,,,2023-08-06 05:49:11,0
[7040047](https://beaconcha.in/slot/7040047),0,Unknown,0,,,,2023-08-06 06:49:47,15
[7040064](https://beaconcha.in/slot/7040064),0,Prysm,607075,,,,2023-08-06 06:53:11,0
[7040192](https://beaconcha.in/slot/7040192),0,Unknown,0,,,,2023-08-06 07:18:47,0
[7040480](https://beaconcha.in/slot/7040480),0,Unknown,0,,,,2023-08-06 08:16:23,0
[7040587](https://beaconcha.in/slot/7040587),0,Prysm,584532,,,,2023-08-06 08:37:47,11
[7040738](https://beaconcha.in/slot/7040738),0,Unknown,0,,,,2023-08-06 09:07:59,2
[7040752](https://beaconcha.in/slot/7040752),0,Unknown,0,,,,2023-08-06 09:10:47,16
[7040865](https://beaconcha.in/slot/7040865),0,Unknown,0,,,,2023-08-06 09:33:23,1
[7040934](https://beaconcha.in/slot/7040934),0,Lighthouse,503993,,,,2023-08-06 09:47:11,6
[7040979](https://beaconcha.in/slot/7040979),0,Unknown,0,,,,2023-08-06 09:56:11,19
[7041112](https://beaconcha.in/slot/7041112),0,Unknown,0,,,,2023-08-06 10:22:47,24
[7041152](https://beaconcha.in/slot/7041152),0,Nimbus,418514,,,,2023-08-06 10:30:47,0
[7041331](https://beaconcha.in/slot/7041331),0,Lighthouse,138536,,,,2023-08-06 11:06:35,19
[7041896](https://beaconcha.in/slot/7041896),0,Unknown,0,,,,2023-08-06 12:59:35,8
[7041957](https://beaconcha.in/slot/7041957),0,Prysm,441812,,,,2023-08-06 13:11:47,5
[7042059](https://beaconcha.in/slot/7042059),0,Unknown,0,,,,2023-08-06 13:32:11,11
[7042121](https://beaconcha.in/slot/7042121),0,Unknown,0,,,,2023-08-06 13:44:35,9
[7042140](https://beaconcha.in/slot/7042140),0,Unknown,0,,,,2023-08-06 13:48:23,28
[7042503](https://beaconcha.in/slot/7042503),0,Unknown,0,,,,2023-08-06 15:00:59,7
[7042690](https://beaconcha.in/slot/7042690),0,Unknown,0,,,,2023-08-06 15:38:23,2
[7042701](https://beaconcha.in/slot/7042701),0,Unknown,0,,,,2023-08-06 15:40:35,13
[7042738](https://beaconcha.in/slot/7042738),0,Unknown,0,,,,2023-08-06 15:47:59,18
[7042842](https://beaconcha.in/slot/7042842),0,Unknown,0,,,,2023-08-06 16:08:47,26
[7042880](https://beaconcha.in/slot/7042880),0,Unknown,0,,,,2023-08-06 16:16:23,0
[7042978](https://beaconcha.in/slot/7042978),0,Unknown,0,,,,2023-08-06 16:35:59,2
[7043040](https://beaconcha.in/slot/7043040),0,Unknown,0,,,,2023-08-06 16:48:23,0
[7043233](https://beaconcha.in/slot/7043233),0,Unknown,0,,,,2023-08-06 17:26:59,1
[7043249](https://beaconcha.in/slot/7043249),0,Unknown,0,,,,2023-08-06 17:30:11,17
[7043584](https://beaconcha.in/slot/7043584),0,Nimbus,246327,,,,2023-08-06 18:37:11,0
[7043655](https://beaconcha.in/slot/7043655),0,Unknown,0,,,,2023-08-06 18:51:23,7
[7043680](https://beaconcha.in/slot/7043680),0,Nimbus,578296,,,,2023-08-06 18:56:23,0
[7043706](https://beaconcha.in/slot/7043706),0,Unknown,0,,,,2023-08-06 19:01:35,26
[7043871](https://beaconcha.in/slot/7043871),0,Unknown,0,,,,2023-08-06 19:34:35,31
[7044173](https://beaconcha.in/slot/7044173),0,Unknown,0,,,,2023-08-06 20:34:59,13
[7044192](https://beaconcha.in/slot/7044192),0,Prysm,236236,,,,2023-08-06 20:38:47,0
[7044383](https://beaconcha.in/slot/7044383),0,Prysm,112680,,,,2023-08-06 21:16:59,31
[7044388](https://beaconcha.in/slot/7044388),0,Lighthouse,795078,,,,2023-08-06 21:17:59,4
[7044617](https://beaconcha.in/slot/7044617),0,Lighthouse,334918,,,,2023-08-06 22:03:47,9
[7044769](https://beaconcha.in/slot/7044769),0,Unknown,0,,,,2023-08-06 22:34:11,1
[7044943](https://beaconcha.in/slot/7044943),0,Lighthouse,334708,,,,2023-08-06 23:08:59,15
[7044993](https://beaconcha.in/slot/7044993),0,Unknown,0,,,,2023-08-06 23:18:59,1
[7045064](https://beaconcha.in/slot/7045064),0,Unknown,0,,,,2023-08-06 23:33:11,8
[7045066](https://beaconcha.in/slot/7045066),0,Lighthouse,290542,,,,2023-08-06 23:33:35,10
[7045163](https://beaconcha.in/slot/7045163),0,Unknown,0,,,,2023-08-06 23:52:59,11
[7045225](https://beaconcha.in/slot/7045225),0,Unknown,0,,,,2023-08-07 00:05:23,9
[7045231](https://beaconcha.in/slot/7045231),0,Lighthouse,297750,,,,2023-08-07 00:06:35,15
[7045248](https://beaconcha.in/slot/7045248),0,Lighthouse,486163,,,,2023-08-07 00:09:59,0
[7045250](https://beaconcha.in/slot/7045250),0,Lighthouse,421519,,,,2023-08-07 00:10:23,2
[7045256](https://beaconcha.in/slot/7045256),0,Unknown,0,,,,2023-08-07 00:11:35,8
[7045442](https://beaconcha.in/slot/7045442),0,Teku,78075,,,,2023-08-07 00:48:47,2
[7045755](https://beaconcha.in/slot/7045755),0,Unknown,0,,,,2023-08-07 01:51:23,27
[7045794](https://beaconcha.in/slot/7045794),0,Teku,439504,,,,2023-08-07 01:59:11,2
[7045895](https://beaconcha.in/slot/7045895),0,Unknown,0,,,,2023-08-07 02:19:23,7
[7046011](https://beaconcha.in/slot/7046011),0,Nimbus,527571,,,,2023-08-07 02:42:35,27
[7046316](https://beaconcha.in/slot/7046316),0,Unknown,0,,,,2023-08-07 03:43:35,12
[7046538](https://beaconcha.in/slot/7046538),0,Unknown,0,,,,2023-08-07 04:27:59,10
[7046770](https://beaconcha.in/slot/7046770),0,Prysm,82407,,,,2023-08-07 05:14:23,18
[7046888](https://beaconcha.in/slot/7046888),0,Unknown,0,,,,2023-08-07 05:37:59,8
[7046972](https://beaconcha.in/slot/7046972),0,Unknown,0,,,,2023-08-07 05:54:47,28
[7047165](https://beaconcha.in/slot/7047165),0,Unknown,0,,,,2023-08-07 06:33:23,29
[7047266](https://beaconcha.in/slot/7047266),0,Teku,742928,,,,2023-08-07 06:53:35,2
[7047491](https://beaconcha.in/slot/7047491),0,Unknown,0,,,,2023-08-07 07:38:35,3
[7047574](https://beaconcha.in/slot/7047574),0,Unknown,0,,,,2023-08-07 07:55:11,22
[7047612](https://beaconcha.in/slot/7047612),0,Unknown,0,,,,2023-08-07 08:02:47,28
[7047834](https://beaconcha.in/slot/7047834),0,Unknown,0,,,,2023-08-07 08:47:11,26
[7047835](https://beaconcha.in/slot/7047835),0,Unknown,0,,,,2023-08-07 08:47:23,27
[7047857](https://beaconcha.in/slot/7047857),0,Unknown,0,,,,2023-08-07 08:51:47,17
[7047951](https://beaconcha.in/slot/7047951),0,Lighthouse,405207,,,,2023-08-07 09:10:35,15
[7048019](https://beaconcha.in/slot/7048019),0,Unknown,0,,,,2023-08-07 09:24:11,19
[7048172](https://beaconcha.in/slot/7048172),0,Prysm,16062,,,,2023-08-07 09:54:47,12
[7048751](https://beaconcha.in/slot/7048751),0,Unknown,0,,,,2023-08-07 11:50:35,15
[7048816](https://beaconcha.in/slot/7048816),0,Unknown,0,,,,2023-08-07 12:03:35,16
[7048907](https://beaconcha.in/slot/7048907),0,Unknown,0,,,,2023-08-07 12:21:47,11
[7048954](https://beaconcha.in/slot/7048954),0,Unknown,0,,,,2023-08-07 12:31:11,26
[7048989](https://beaconcha.in/slot/7048989),0,Unknown,0,,,,2023-08-07 12:38:11,29
[7049054](https://beaconcha.in/slot/7049054),0,Unknown,0,,,,2023-08-07 12:51:11,30
[7049068](https://beaconcha.in/slot/7049068),0,Unknown,0,,,,2023-08-07 12:53:59,12
[7049350](https://beaconcha.in/slot/7049350),0,Unknown,0,,,,2023-08-07 13:50:23,6
[7049375](https://beaconcha.in/slot/7049375),0,Unknown,0,,,,2023-08-07 13:55:23,31
[7049419](https://beaconcha.in/slot/7049419),0,Unknown,0,,,,2023-08-07 14:04:11,11
[7049523](https://beaconcha.in/slot/7049523),0,Teku,702603,,,,2023-08-07 14:24:59,19
[7049544](https://beaconcha.in/slot/7049544),0,Nimbus,44030,,,,2023-08-07 14:29:11,8
[7049566](https://beaconcha.in/slot/7049566),0,Unknown,0,,,,2023-08-07 14:33:35,30
[7049701](https://beaconcha.in/slot/7049701),0,Unknown,0,,,,2023-08-07 15:00:35,5
[7049792](https://beaconcha.in/slot/7049792),0,Unknown,0,,,,2023-08-07 15:18:47,0
[7049824](https://beaconcha.in/slot/7049824),0,Teku,724322,,,,2023-08-07 15:25:11,0
[7049944](https://beaconcha.in/slot/7049944),0,Unknown,0,,,,2023-08-07 15:49:11,24
[7050289](https://beaconcha.in/slot/7050289),0,Unknown,0,,,,2023-08-07 16:58:11,17
[7050307](https://beaconcha.in/slot/7050307),0,Unknown,0,,,,2023-08-07 17:01:47,3
[7050606](https://beaconcha.in/slot/7050606),0,Unknown,0,,,,2023-08-07 18:01:35,14
[7050621](https://beaconcha.in/slot/7050621),0,Unknown,0,,,,2023-08-07 18:04:35,29
[7050920](https://beaconcha.in/slot/7050920),0,Unknown,0,,,,2023-08-07 19:04:23,8
[7050953](https://beaconcha.in/slot/7050953),0,Unknown,0,,,,2023-08-07 19:10:59,9
[7050976](https://beaconcha.in/slot/7050976),0,Nimbus,486198,,,,2023-08-07 19:15:35,0
[7051337](https://beaconcha.in/slot/7051337),0,Unknown,0,,,,2023-08-07 20:27:47,9
[7051402](https://beaconcha.in/slot/7051402),0,Unknown,0,,,,2023-08-07 20:40:47,10
[7051456](https://beaconcha.in/slot/7051456),0,Nimbus,795889,,,,2023-08-07 20:51:35,0
[7051472](https://beaconcha.in/slot/7051472),0,Unknown,0,,,,2023-08-07 20:54:47,16
[7051662](https://beaconcha.in/slot/7051662),0,Unknown,0,,,,2023-08-07 21:32:47,14
[7051937](https://beaconcha.in/slot/7051937),0,Unknown,0,,,,2023-08-07 22:27:47,1
[7052129](https://beaconcha.in/slot/7052129),0,Unknown,0,,,,2023-08-07 23:06:11,1
[7052327](https://beaconcha.in/slot/7052327),0,Unknown,0,,,,2023-08-07 23:45:47,7
[7052892](https://beaconcha.in/slot/7052892),0,Lighthouse,128357,,,,2023-08-08 01:38:47,28
[7052895](https://beaconcha.in/slot/7052895),0,Nimbus,481161,,,,2023-08-08 01:39:23,31
[7053359](https://beaconcha.in/slot/7053359),0,Unknown,0,,,,2023-08-08 03:12:11,15
[7053377](https://beaconcha.in/slot/7053377),0,Lighthouse,341101,,,,2023-08-08 03:15:47,1
[7053431](https://beaconcha.in/slot/7053431),0,Prysm,3107,,,,2023-08-08 03:26:35,23
[7053441](https://beaconcha.in/slot/7053441),0,Unknown,0,,,,2023-08-08 03:28:35,1
[7053559](https://beaconcha.in/slot/7053559),0,Unknown,0,,,,2023-08-08 03:52:11,23
[7053620](https://beaconcha.in/slot/7053620),0,Unknown,0,,,,2023-08-08 04:04:23,20
[7053827](https://beaconcha.in/slot/7053827),0,Unknown,0,,,,2023-08-08 04:45:47,3
[7053889](https://beaconcha.in/slot/7053889),0,Lighthouse,340564,,,,2023-08-08 04:58:11,1
[7053955](https://beaconcha.in/slot/7053955),0,Prysm,442993,,,,2023-08-08 05:11:23,3
[7054047](https://beaconcha.in/slot/7054047),0,Unknown,0,,,,2023-08-08 05:29:47,31
[7054073](https://beaconcha.in/slot/7054073),0,Unknown,0,,,,2023-08-08 05:34:59,25
[7054144](https://beaconcha.in/slot/7054144),0,Unknown,0,,,,2023-08-08 05:49:11,0
[7054365](https://beaconcha.in/slot/7054365),0,Lighthouse,405162,,,,2023-08-08 06:33:23,29
[7054528](https://beaconcha.in/slot/7054528),0,Nimbus,625842,,,,2023-08-08 07:05:59,0
[7054578](https://beaconcha.in/slot/7054578),0,Lighthouse,616681,,,,2023-08-08 07:15:59,18
[7054732](https://beaconcha.in/slot/7054732),0,Unknown,0,,,,2023-08-08 07:46:47,12
[7055232](https://beaconcha.in/slot/7055232),0,Unknown,0,,,,2023-08-08 09:26:47,0
[7055422](https://beaconcha.in/slot/7055422),0,Unknown,0,,,,2023-08-08 10:04:47,30
[7055509](https://beaconcha.in/slot/7055509),0,Prysm,333037,,,,2023-08-08 10:22:11,21
[7055840](https://beaconcha.in/slot/7055840),0,Prysm,248845,,,,2023-08-08 11:28:23,0
[7055890](https://beaconcha.in/slot/7055890),0,Unknown,0,,,,2023-08-08 11:38:23,18
[7055941](https://beaconcha.in/slot/7055941),0,Prysm,4457,,,,2023-08-08 11:48:35,5
[7055959](https://beaconcha.in/slot/7055959),0,Lighthouse,702619,,,,2023-08-08 11:52:11,23
[7056041](https://beaconcha.in/slot/7056041),0,Unknown,0,,,,2023-08-08 12:08:35,9
[7056447](https://beaconcha.in/slot/7056447),0,Unknown,0,,,,2023-08-08 13:29:47,31
[7056563](https://beaconcha.in/slot/7056563),0,Prysm,46868,,,,2023-08-08 13:52:59,19
[7056800](https://beaconcha.in/slot/7056800),0,Teku,243219,,,,2023-08-08 14:40:23,0
[7056803](https://beaconcha.in/slot/7056803),0,Unknown,0,,,,2023-08-08 14:40:59,3
[7056833](https://beaconcha.in/slot/7056833),0,Unknown,0,,,,2023-08-08 14:46:59,1
[7057026](https://beaconcha.in/slot/7057026),0,Prysm,22240,,,,2023-08-08 15:25:35,2
[7057120](https://beaconcha.in/slot/7057120),0,Unknown,0,,,,2023-08-08 15:44:23,0
[7057184](https://beaconcha.in/slot/7057184),0,Nimbus,769521,,,,2023-08-08 15:57:11,0
[7057272](https://beaconcha.in/slot/7057272),0,Unknown,0,,,,2023-08-08 16:14:47,24
[7057382](https://beaconcha.in/slot/7057382),0,Unknown,0,,,,2023-08-08 16:36:47,6
[7057505](https://beaconcha.in/slot/7057505),0,Unknown,0,,,,2023-08-08 17:01:23,1
[7057586](https://beaconcha.in/slot/7057586),0,Unknown,0,,,,2023-08-08 17:17:35,18
[7057860](https://beaconcha.in/slot/7057860),0,Lighthouse,422058,,,,2023-08-08 18:12:23,4
[7057953](https://beaconcha.in/slot/7057953),0,Teku,769515,,,,2023-08-08 18:30:59,1
[7057977](https://beaconcha.in/slot/7057977),0,Lighthouse,657397,,,,2023-08-08 18:35:47,25
[7058021](https://beaconcha.in/slot/7058021),0,Unknown,0,,,,2023-08-08 18:44:35,5
[7058055](https://beaconcha.in/slot/7058055),0,Unknown,0,,,,2023-08-08 18:51:23,7
[7058093](https://beaconcha.in/slot/7058093),0,Lighthouse,232213,,,,2023-08-08 18:58:59,13
[7058178](https://beaconcha.in/slot/7058178),0,Unknown,0,,,,2023-08-08 19:15:59,2
[7058325](https://beaconcha.in/slot/7058325),0,Unknown,0,,,,2023-08-08 19:45:23,21
[7058403](https://beaconcha.in/slot/7058403),0,Teku,746866,,,,2023-08-08 20:00:59,3
[7058688](https://beaconcha.in/slot/7058688),0,Unknown,0,,,,2023-08-08 20:57:59,0
[7058718](https://beaconcha.in/slot/7058718),0,Prysm,13033,,,,2023-08-08 21:03:59,30
[7058882](https://beaconcha.in/slot/7058882),0,Unknown,0,,,,2023-08-08 21:36:47,2
[7059026](https://beaconcha.in/slot/7059026),0,Unknown,0,,,,2023-08-08 22:05:35,18
[7059164](https://beaconcha.in/slot/7059164),0,Prysm,486917,,,,2023-08-08 22:33:11,28
[7059215](https://beaconcha.in/slot/7059215),0,Unknown,0,,,,2023-08-08 22:43:23,15
[7059232](https://beaconcha.in/slot/7059232),0,Lighthouse,773925,,,,2023-08-08 22:46:47,0
[7059257](https://beaconcha.in/slot/7059257),0,Lighthouse,48295,,,,2023-08-08 22:51:47,25
[7059456](https://beaconcha.in/slot/7059456),0,Nimbus,588775,,,,2023-08-08 23:31:35,0
[7059492](https://beaconcha.in/slot/7059492),0,Unknown,0,,,,2023-08-08 23:38:47,4
[7059904](https://beaconcha.in/slot/7059904),0,Teku,346261,,,,2023-08-09 01:01:11,0
[7060006](https://beaconcha.in/slot/7060006),0,Unknown,0,,,,2023-08-09 01:21:35,6
[7060021](https://beaconcha.in/slot/7060021),0,Unknown,0,,,,2023-08-09 01:24:35,21
[7060399](https://beaconcha.in/slot/7060399),0,Teku,347979,,,,2023-08-09 02:40:11,15
[7060512](https://beaconcha.in/slot/7060512),0,Nimbus,331327,,,,2023-08-09 03:02:47,0
[7060546](https://beaconcha.in/slot/7060546),0,Prysm,147961,,,,2023-08-09 03:09:35,2
[7060699](https://beaconcha.in/slot/7060699),0,Lighthouse,307517,,,,2023-08-09 03:40:11,27
[7060768](https://beaconcha.in/slot/7060768),0,Teku,376729,,,,2023-08-09 03:53:59,0
[7060800](https://beaconcha.in/slot/7060800),0,Nimbus,424031,,,,2023-08-09 04:00:23,0
[7061002](https://beaconcha.in/slot/7061002),0,Unknown,0,,,,2023-08-09 04:40:47,10
[7061008](https://beaconcha.in/slot/7061008),0,Unknown,0,,,,2023-08-09 04:41:59,16
[7061327](https://beaconcha.in/slot/7061327),0,Prysm,25111,,,,2023-08-09 05:45:47,15
[7061458](https://beaconcha.in/slot/7061458),0,Unknown,0,,,,2023-08-09 06:11:59,18
[7061538](https://beaconcha.in/slot/7061538),0,Unknown,0,,,,2023-08-09 06:27:59,2
[7061754](https://beaconcha.in/slot/7061754),0,Lighthouse,201460,,,,2023-08-09 07:11:11,26
[7061760](https://beaconcha.in/slot/7061760),0,Unknown,0,,,,2023-08-09 07:12:23,0
[7061903](https://beaconcha.in/slot/7061903),0,Unknown,0,,,,2023-08-09 07:40:59,15
[7062099](https://beaconcha.in/slot/7062099),0,Unknown,0,,,,2023-08-09 08:20:11,19
[7062482](https://beaconcha.in/slot/7062482),0,Lighthouse,9062,,,,2023-08-09 09:36:47,18
[7062542](https://beaconcha.in/slot/7062542),0,Unknown,0,,,,2023-08-09 09:48:47,14
[7062627](https://beaconcha.in/slot/7062627),0,Unknown,0,,,,2023-08-09 10:05:47,3
[7062769](https://beaconcha.in/slot/7062769),0,Unknown,0,,,,2023-08-09 10:34:11,17
[7062937](https://beaconcha.in/slot/7062937),0,Unknown,0,,,,2023-08-09 11:07:47,25
[7063038](https://beaconcha.in/slot/7063038),0,Unknown,0,,,,2023-08-09 11:27:59,30
[7063270](https://beaconcha.in/slot/7063270),0,Unknown,0,,,,2023-08-09 12:14:23,6
[7063382](https://beaconcha.in/slot/7063382),0,Unknown,0,,,,2023-08-09 12:36:47,22
[7063639](https://beaconcha.in/slot/7063639),0,Unknown,0,,,,2023-08-09 13:28:11,23
[7063648](https://beaconcha.in/slot/7063648),0,Prysm,261526,,,,2023-08-09 13:29:59,0
[7064085](https://beaconcha.in/slot/7064085),0,Unknown,0,,,,2023-08-09 14:57:23,21
[7064160](https://beaconcha.in/slot/7064160),0,Unknown,0,,,,2023-08-09 15:12:23,0
[7064173](https://beaconcha.in/slot/7064173),0,Unknown,0,,,,2023-08-09 15:14:59,13
[7064232](https://beaconcha.in/slot/7064232),0,Unknown,0,,,,2023-08-09 15:26:47,8
[7064370](https://beaconcha.in/slot/7064370),0,Nimbus,526891,,,,2023-08-09 15:54:23,18
[7064512](https://beaconcha.in/slot/7064512),0,Unknown,0,,,,2023-08-09 16:22:47,0
[7064585](https://beaconcha.in/slot/7064585),0,Unknown,0,,,,2023-08-09 16:37:23,9
[7064595](https://beaconcha.in/slot/7064595),0,Unknown,0,,,,2023-08-09 16:39:23,19
[7064683](https://beaconcha.in/slot/7064683),0,Unknown,0,,,,2023-08-09 16:56:59,11
[7064692](https://beaconcha.in/slot/7064692),0,Unknown,0,,,,2023-08-09 16:58:47,20
[7064729](https://beaconcha.in/slot/7064729),0,Prysm,12784,,,,2023-08-09 17:06:11,25
[7064738](https://beaconcha.in/slot/7064738),0,Unknown,0,,,,2023-08-09 17:07:59,2
[7064741](https://beaconcha.in/slot/7064741),0,Unknown,0,,,,2023-08-09 17:08:35,5
[7064836](https://beaconcha.in/slot/7064836),0,Unknown,0,,,,2023-08-09 17:27:35,4
[7065264](https://beaconcha.in/slot/7065264),0,Unknown,0,,,,2023-08-09 18:53:11,16
[7065319](https://beaconcha.in/slot/7065319),0,Lighthouse,8939,,,,2023-08-09 19:04:11,7
[7065470](https://beaconcha.in/slot/7065470),0,Nimbus,779929,,,,2023-08-09 19:34:23,30
[7065532](https://beaconcha.in/slot/7065532),0,Unknown,0,,,,2023-08-09 19:46:47,28
[7065590](https://beaconcha.in/slot/7065590),0,Unknown,0,,,,2023-08-09 19:58:23,22
[7065643](https://beaconcha.in/slot/7065643),0,Unknown,0,,,,2023-08-09 20:08:59,11
[7065797](https://beaconcha.in/slot/7065797),0,Teku,470064,,,,2023-08-09 20:39:47,5
[7066272](https://beaconcha.in/slot/7066272),0,Nimbus,705722,,,,2023-08-09 22:14:47,0
[7066388](https://beaconcha.in/slot/7066388),0,Prysm,109316,,,,2023-08-09 22:37:59,20
[7066422](https://beaconcha.in/slot/7066422),0,Unknown,0,,,,2023-08-09 22:44:47,22
[7066438](https://beaconcha.in/slot/7066438),0,Unknown,0,,,,2023-08-09 22:47:59,6
[7066469](https://beaconcha.in/slot/7066469),0,Lighthouse,60018,,,,2023-08-09 22:54:11,5
[7067023](https://beaconcha.in/slot/7067023),0,Unknown,0,,,,2023-08-10 00:44:59,15
[7067074](https://beaconcha.in/slot/7067074),0,Unknown,0,,,,2023-08-10 00:55:11,2
[7067139](https://beaconcha.in/slot/7067139),0,Unknown,0,,,,2023-08-10 01:08:11,3
[7067183](https://beaconcha.in/slot/7067183),0,Unknown,0,,,,2023-08-10 01:16:59,15
[7067205](https://beaconcha.in/slot/7067205),0,Unknown,0,,,,2023-08-10 01:21:23,5
[7067297](https://beaconcha.in/slot/7067297),0,Unknown,0,,,,2023-08-10 01:39:47,1
[7067425](https://beaconcha.in/slot/7067425),0,Unknown,0,,,,2023-08-10 02:05:23,1
[7067782](https://beaconcha.in/slot/7067782),0,Nimbus,599470,,,,2023-08-10 03:16:47,6
[7067923](https://beaconcha.in/slot/7067923),0,Unknown,0,,,,2023-08-10 03:44:59,19
[7067938](https://beaconcha.in/slot/7067938),0,Teku,447125,,,,2023-08-10 03:47:59,2
[7068581](https://beaconcha.in/slot/7068581),0,Unknown,0,,,,2023-08-10 05:56:35,5
[7068643](https://beaconcha.in/slot/7068643),0,Unknown,0,,,,2023-08-10 06:08:59,3
[7068743](https://beaconcha.in/slot/7068743),0,Unknown,0,,,,2023-08-10 06:28:59,7
[7068803](https://beaconcha.in/slot/7068803),0,Unknown,0,,,,2023-08-10 06:40:59,3
[7068866](https://beaconcha.in/slot/7068866),0,Prysm,26421,,,,2023-08-10 06:53:35,2
[7068954](https://beaconcha.in/slot/7068954),0,Unknown,0,,,,2023-08-10 07:11:11,26
[7068973](https://beaconcha.in/slot/7068973),0,Unknown,0,,,,2023-08-10 07:14:59,13
[7068992](https://beaconcha.in/slot/7068992),0,Lighthouse,687198,,,,2023-08-10 07:18:47,0
[7069013](https://beaconcha.in/slot/7069013),0,Unknown,0,,,,2023-08-10 07:22:59,21
[7069071](https://beaconcha.in/slot/7069071),0,Unknown,0,,,,2023-08-10 07:34:35,15
[7069088](https://beaconcha.in/slot/7069088),0,Prysm,250697,,,,2023-08-10 07:37:59,0
[7069381](https://beaconcha.in/slot/7069381),0,Nimbus,91531,,,,2023-08-10 08:36:35,5
[7069396](https://beaconcha.in/slot/7069396),0,Unknown,0,,,,2023-08-10 08:39:35,20
[7069498](https://beaconcha.in/slot/7069498),0,Unknown,0,,,,2023-08-10 08:59:59,26
[7069640](https://beaconcha.in/slot/7069640),0,Unknown,0,,,,2023-08-10 09:28:23,8
[7069689](https://beaconcha.in/slot/7069689),0,Unknown,0,,,,2023-08-10 09:38:11,25
[7069794](https://beaconcha.in/slot/7069794),0,Unknown,0,,,,2023-08-10 09:59:11,2
[7069860](https://beaconcha.in/slot/7069860),0,Lighthouse,515148,,,,2023-08-10 10:12:23,4
[7069919](https://beaconcha.in/slot/7069919),0,Unknown,0,,,,2023-08-10 10:24:11,31
[7070016](https://beaconcha.in/slot/7070016),0,Unknown,0,,,,2023-08-10 10:43:35,0
[7070048](https://beaconcha.in/slot/7070048),0,Prysm,739939,,,,2023-08-10 10:49:59,0
[7070286](https://beaconcha.in/slot/7070286),0,Prysm,22387,,,,2023-08-10 11:37:35,14
