slot,validator_id,validator,builder,relay,cl_client,date,slot_in_epoch
[6612008](https://beaconcha.in/slot/6612008),114321,lido,f1b.io,ultrasound,Lighthouse,2023-06-07 20:01:59,8
[6612009](https://beaconcha.in/slot/6612009),384121,0x92840a7815b08359cc648adb242c22ad0692a84f9a30db90f1fa8ca689ae04ac47b54be2594763195e994fa2a3fdef90,rsync-builder.xyz,bloxroute (max profit),Lighthouse,2023-06-07 20:02:11,9
[6612010](https://beaconcha.in/slot/6612010),594493,0x8e217f787852657cd8434da0151cd4f81c25a8cb98e3650767db0aee017d1de12aa039024333611c2d9803b8aa4979b8,Flashbots,flashbots,Lighthouse,2023-06-07 20:02:23,10
[6612011](https://beaconcha.in/slot/6612011),511479,staked.us,builder0x69,ultrasound,Lighthouse,2023-06-07 20:02:35,11
[6612012](https://beaconcha.in/slot/6612012),579936,0x9611ffa3ff93c5664f9eb7d644008f36350d2b35cd6972d4f79606ee28db854f8fdbf8b1d8ba471e3d5be64932ce8362,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:02:47,12
[6612012](https://beaconcha.in/slot/6612012),579936,0x9611ffa3ff93c5664f9eb7d644008f36350d2b35cd6972d4f79606ee28db854f8fdbf8b1d8ba471e3d5be64932ce8362,beaverbuild.org,bloxroute (max profit),Lighthouse,2023-06-07 20:02:47,12
[6612012](https://beaconcha.in/slot/6612012),579936,0x9611ffa3ff93c5664f9eb7d644008f36350d2b35cd6972d4f79606ee28db854f8fdbf8b1d8ba471e3d5be64932ce8362,beaverbuild.org,agnostic Gnosis,Lighthouse,2023-06-07 20:02:47,12
[6612013](https://beaconcha.in/slot/6612013),573680,lido,https://eth-builder.com,agnostic Gnosis,Prysm,2023-06-07 20:02:59,13
[6612014](https://beaconcha.in/slot/6612014),321250,0x88c35c31ef78b7d519c766a22a8aba283c41d4449a9ab99974efed6e4f4597ce2de04e355bc99927ee87c306b6a9f34f,builder0x69,flashbots,Prysm,2023-06-07 20:03:11,14
[6612015](https://beaconcha.in/slot/6612015),630046,0x825b901dd7868a5ed0a85363d93520b521a7d8f560e214634f45d9d554a92928c340f204fe629d68e870e5a6085dd901,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 20:03:23,15
[6612015](https://beaconcha.in/slot/6612015),630046,0x825b901dd7868a5ed0a85363d93520b521a7d8f560e214634f45d9d554a92928c340f204fe629d68e870e5a6085dd901,beaverbuild.org,flashbots,Teku,2023-06-07 20:03:23,15
[6612016](https://beaconcha.in/slot/6612016),181664,0x88a818bfd664dbd0e7783073ab65f5a1921416c4d18080bfd0c60fd9ec187e65dd2d24493196b65d8bb03f8f64521dd4,builder0x69,ultrasound,Teku,2023-06-07 20:03:35,16
[6612016](https://beaconcha.in/slot/6612016),181664,0x88a818bfd664dbd0e7783073ab65f5a1921416c4d18080bfd0c60fd9ec187e65dd2d24493196b65d8bb03f8f64521dd4,builder0x69,agnostic Gnosis,Teku,2023-06-07 20:03:35,16
[6612017](https://beaconcha.in/slot/6612017),192784,lido,beaverbuild.org,blocknative,Lighthouse,2023-06-07 20:03:47,17
[6612017](https://beaconcha.in/slot/6612017),192784,lido,beaverbuild.org,bloxroute (max profit),Lighthouse,2023-06-07 20:03:47,17
[6612018](https://beaconcha.in/slot/6612018),352551,0xa829101878c27ad6f14619741f1479bc41217fa0b7cd1e59d39cdffe808aa0f333d287dfa3ab3afe47c8390232e2ec83,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:03:59,18
[6612018](https://beaconcha.in/slot/6612018),352551,0xa829101878c27ad6f14619741f1479bc41217fa0b7cd1e59d39cdffe808aa0f333d287dfa3ab3afe47c8390232e2ec83,beaverbuild.org,agnostic Gnosis,Lighthouse,2023-06-07 20:03:59,18
[6612018](https://beaconcha.in/slot/6612018),352551,0xa829101878c27ad6f14619741f1479bc41217fa0b7cd1e59d39cdffe808aa0f333d287dfa3ab3afe47c8390232e2ec83,beaverbuild.org,bloxroute (max profit),Lighthouse,2023-06-07 20:03:59,18
[6612019](https://beaconcha.in/slot/6612019),220836,binance,beaverbuild.org,flashbots,Lighthouse,2023-06-07 20:04:11,19
[6612020](https://beaconcha.in/slot/6612020),637662,lido,Flashbots,ultrasound,Lighthouse,2023-06-07 20:04:23,20
[6612021](https://beaconcha.in/slot/6612021),290967,coinbase,builder0x69,ultrasound,Prysm,2023-06-07 20:04:35,21
[6612022](https://beaconcha.in/slot/6612022),163732,lido,builder0x69,ultrasound,Lighthouse,2023-06-07 20:04:47,22
[6612023](https://beaconcha.in/slot/6612023),348622,missed,,,Teku,2023-06-07 20:04:59,23
[6612024](https://beaconcha.in/slot/6612024),567216,abyss finance,Flashbots,flashbots,Teku,2023-06-07 20:05:11,24
[6612025](https://beaconcha.in/slot/6612025),429756,staked.us,Titan Builder,ultrasound,Teku,2023-06-07 20:05:23,25
[6612026](https://beaconcha.in/slot/6612026),63872,0xb889ce6fd27331763ecbc08ff5b1669157dbed2fba7b41354a47c3cf2ce50ec90bc95e6f7729c8b280126e7159493486,beaverbuild.org,bloxroute (max profit),Prysm,2023-06-07 20:05:35,26
[6612027](https://beaconcha.in/slot/6612027),164217,0x810784306d3ce32efeae8688103655665dd53803d02575c6cdabc54e9c1fb7216c285ab9087cb1ce8a1ce727d1f3ff0b,builder0x69,agnostic Gnosis,Lighthouse,2023-06-07 20:05:47,27
[6612028](https://beaconcha.in/slot/6612028),666170,lido,Flashbots SGX,flashbots,Prysm,2023-06-07 20:05:59,28
[6612029](https://beaconcha.in/slot/6612029),565854,coinbase,beaverbuild.org,ultrasound,Prysm,2023-06-07 20:06:11,29
[6612029](https://beaconcha.in/slot/6612029),565854,coinbase,beaverbuild.org,bloxroute (max profit),Prysm,2023-06-07 20:06:11,29
[6612030](https://beaconcha.in/slot/6612030),261993,p2p.org,rsync-builder.xyz,aestus,Lighthouse,2023-06-07 20:06:23,30
[6612031](https://beaconcha.in/slot/6612031),569428,0x8e1e39140373847ed6ca7fc9417cce695ac40055ed21125457ac8a6429f8aa212543846fa0457e12dec6776139a26c26,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 20:06:35,31
[6612032](https://beaconcha.in/slot/6612032),596917,0x82f0876b650b98017a8695edcc70057715de7d1b67c34cb2600d5f0bf1690f5ce82fd91fa1a530a01a807ce84aa3cbf6,builder0x69,flashbots,Prysm,2023-06-07 20:06:47,0
[6612033](https://beaconcha.in/slot/6612033),83767,lido,beaverbuild.org,flashbots,Prysm,2023-06-07 20:06:59,1
[6612034](https://beaconcha.in/slot/6612034),254854,missed,,,Prysm,2023-06-07 20:07:11,2
[6612035](https://beaconcha.in/slot/6612035),605137,0xb288bb304a164ae30846caf990742396881f2581f24b687676448f02f8e744e6deb641c066e984d7700245b7db34630d,beaverbuild.org,bloxroute (max profit),Prysm,2023-06-07 20:07:23,3
[6612036](https://beaconcha.in/slot/6612036),583097,lido,rsync-builder.xyz,ultrasound,Lighthouse,2023-06-07 20:07:35,4
[6612037](https://beaconcha.in/slot/6612037),329376,missed,,,Lighthouse,2023-06-07 20:07:47,5
[6612038](https://beaconcha.in/slot/6612038),584833,lido,builder0x69,ultrasound,Lodestar,2023-06-07 20:07:59,6
[6612039](https://beaconcha.in/slot/6612039),522026,lido,Flashbots,flashbots,Teku,2023-06-07 20:08:11,7
[6612040](https://beaconcha.in/slot/6612040),275928,0x9229245e7a4f3ace495dff05d6d5ebcf876c25872d921b80bced0faf481c66d01f4b01ca5f4bf8caf46b3293e97584ec,beaverbuild.org,bloxroute (max profit),Lighthouse,2023-06-07 20:08:23,8
[6612040](https://beaconcha.in/slot/6612040),275928,0x9229245e7a4f3ace495dff05d6d5ebcf876c25872d921b80bced0faf481c66d01f4b01ca5f4bf8caf46b3293e97584ec,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:08:23,8
[6612040](https://beaconcha.in/slot/6612040),275928,0x9229245e7a4f3ace495dff05d6d5ebcf876c25872d921b80bced0faf481c66d01f4b01ca5f4bf8caf46b3293e97584ec,beaverbuild.org,agnostic Gnosis,Lighthouse,2023-06-07 20:08:23,8
[6612041](https://beaconcha.in/slot/6612041),567440,0x8f73ce3982fc205cdfb6eb699e81c8d0917ca055fe62bc31111ba15ecda73a945bce80e35dddedab00a10fa0c0d55c29,builder0x69,flashbots,Lighthouse,2023-06-07 20:08:35,9
[6612042](https://beaconcha.in/slot/6612042),12624,coinbase,rsync-builder.xyz,bloxroute (max profit),Teku,2023-06-07 20:08:47,10
[6612043](https://beaconcha.in/slot/6612043),253647,0x98a3f0acbd1d383982ae497c5e22669e959a1e29aa6dcbcf49a3b61838951af444ab6dd49e98bd6b53c545b541120d2d,rsync-builder.xyz,ultrasound,Teku,2023-06-07 20:08:59,11
[6612043](https://beaconcha.in/slot/6612043),253647,0x98a3f0acbd1d383982ae497c5e22669e959a1e29aa6dcbcf49a3b61838951af444ab6dd49e98bd6b53c545b541120d2d,rsync-builder.xyz,agnostic Gnosis,Teku,2023-06-07 20:08:59,11
[6612044](https://beaconcha.in/slot/6612044),180030,lido,rsync-builder.xyz,flashbots,Prysm,2023-06-07 20:09:11,12
[6612045](https://beaconcha.in/slot/6612045),537982,missed,,,,2023-06-07 20:09:23,13
[6612047](https://beaconcha.in/slot/6612047),483435,binance,Flashbots,flashbots,Lighthouse,2023-06-07 20:09:47,15
[6612048](https://beaconcha.in/slot/6612048),638450,binance,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:09:59,16
[6612049](https://beaconcha.in/slot/6612049),641633,lido,beaverbuild.org,ultrasound,Prysm,2023-06-07 20:10:11,17
[6612049](https://beaconcha.in/slot/6612049),641633,lido,beaverbuild.org,bloxroute (max profit),Prysm,2023-06-07 20:10:11,17
[6612050](https://beaconcha.in/slot/6612050),642171,lido,builder0x69,ultrasound,Teku,2023-06-07 20:10:23,18
[6612051](https://beaconcha.in/slot/6612051),460661,lido,Flashbots,ultrasound,Prysm,2023-06-07 20:10:35,19
[6612051](https://beaconcha.in/slot/6612051),460661,lido,Flashbots,agnostic Gnosis,Prysm,2023-06-07 20:10:35,19
[6612051](https://beaconcha.in/slot/6612051),460661,lido,Flashbots,flashbots,Prysm,2023-06-07 20:10:35,19
[6612052](https://beaconcha.in/slot/6612052),333152,lido,beaverbuild.org,agnostic Gnosis,Lighthouse,2023-06-07 20:10:47,20
[6612052](https://beaconcha.in/slot/6612052),333152,lido,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:10:47,20
[6612052](https://beaconcha.in/slot/6612052),333152,lido,beaverbuild.org,bloxroute (max profit),Lighthouse,2023-06-07 20:10:47,20
[6612053](https://beaconcha.in/slot/6612053),200967,lido,Titan Builder,ultrasound,Nimbus,2023-06-07 20:10:59,21
[6612054](https://beaconcha.in/slot/6612054),211027,0x8e83fb67f51cf59debfa505100232d082e4cceab0a8d6d7ae47ce899d109d07552e6fa683815589eb0f2b89e437d74a4,builder0x69,flashbots,Prysm,2023-06-07 20:11:11,22
[6612055](https://beaconcha.in/slot/6612055),613998,missed,,,Lighthouse,2023-06-07 20:11:23,23
[6612056](https://beaconcha.in/slot/6612056),404482,missed,,,,2023-06-07 20:11:35,24
[6612058](https://beaconcha.in/slot/6612058),418785,0x8ee3510e15024e21a3bd89044cc94a8d62f7cdaffc81c3d2680d6e8a6f725e5d9a247c1222ad2726bf455a274bbae1a7,rsync-builder.xyz,agnostic Gnosis,Teku,2023-06-07 20:11:59,26
[6612059](https://beaconcha.in/slot/6612059),169111,lido,Flashbots,flashbots,Lighthouse,2023-06-07 20:12:11,27
[6612060](https://beaconcha.in/slot/6612060),346729,lido,Flashbots,flashbots,Prysm,2023-06-07 20:12:23,28
[6612061](https://beaconcha.in/slot/6612061),359644,rocketpool,builder0x69,ultrasound,Teku,2023-06-07 20:12:35,29
[6612062](https://beaconcha.in/slot/6612062),594821,lido,Titan Builder,ultrasound,Prysm,2023-06-07 20:12:47,30
[6612062](https://beaconcha.in/slot/6612062),594821,lido,Titan Builder,agnostic Gnosis,Prysm,2023-06-07 20:12:47,30
[6612063](https://beaconcha.in/slot/6612063),386166,0xaacefcd61299390380a1a193b725a2d58cc0b0b91137a2ac9103a1098f893b0902fe7e7ab9dd502d36c9d2436547786a,BuildAI (https://buildai.net),flashbots,Teku,2023-06-07 20:12:59,31
[6612064](https://beaconcha.in/slot/6612064),622313,coinbase,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 20:13:11,0
[6612065](https://beaconcha.in/slot/6612065),242647,stkr,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:13:23,1
[6612066](https://beaconcha.in/slot/6612066),241549,harbour,Flashbots,flashbots,Prysm,2023-06-07 20:13:35,2
[6612067](https://beaconcha.in/slot/6612067),512970,0x802f196774c417806e837d73f982b64585a7707f70eae82bfee0f693549198bb085cb2bcb43094723e42d78e5a29a0ca,Flashbots,flashbots,Lighthouse,2023-06-07 20:13:47,3
[6612068](https://beaconcha.in/slot/6612068),425029,figment,beaverbuild.org,ultrasound,Prysm,2023-06-07 20:13:59,4
[6612069](https://beaconcha.in/slot/6612069),477059,huobi,Flashbots,flashbots,Prysm,2023-06-07 20:14:11,5
[6612070](https://beaconcha.in/slot/6612070),93024,stakewise,builder0x69,agnostic Gnosis,Teku,2023-06-07 20:14:23,6
[6612070](https://beaconcha.in/slot/6612070),93024,stakewise,builder0x69,ultrasound,Teku,2023-06-07 20:14:23,6
[6612071](https://beaconcha.in/slot/6612071),105417,0xb1d9aa2825a8cda3222c9ca222590502017400aebc707e3c90e550dc75c56d2e894c6db30cec8d0be305f1426cff5c7b,builder0x69,flashbots,Prysm,2023-06-07 20:14:35,7
[6612072](https://beaconcha.in/slot/6612072),618327,huobi,beaverbuild.org,bloxroute (max profit),Prysm,2023-06-07 20:14:47,8
[6612072](https://beaconcha.in/slot/6612072),618327,huobi,beaverbuild.org,ultrasound,Prysm,2023-06-07 20:14:47,8
[6612072](https://beaconcha.in/slot/6612072),618327,huobi,beaverbuild.org,agnostic Gnosis,Prysm,2023-06-07 20:14:47,8
[6612073](https://beaconcha.in/slot/6612073),666968,lido,rsync-builder.xyz,flashbots,Prysm,2023-06-07 20:14:59,9
[6612074](https://beaconcha.in/slot/6612074),377455,missed,,,Lighthouse,2023-06-07 20:15:11,10
[6612075](https://beaconcha.in/slot/6612075),206268,0x84f16703254a789d5bcf9bda0901db8dc3d3d2ff0ff67055121a9d86a93764300a2aa9605fbf18c1592ec9743ac5ab69,builder0x69,ultrasound,Lighthouse,2023-06-07 20:15:23,11
[6612076](https://beaconcha.in/slot/6612076),16222,huobi,Blocknative,ultrasound,Prysm,2023-06-07 20:15:35,12
[6612077](https://beaconcha.in/slot/6612077),94817,lido,builder0x69,ultrasound,Prysm,2023-06-07 20:15:47,13
[6612078](https://beaconcha.in/slot/6612078),282752,lido,builder0x69,agnostic Gnosis,Lighthouse,2023-06-07 20:15:59,14
[6612078](https://beaconcha.in/slot/6612078),282752,lido,builder0x69,ultrasound,Lighthouse,2023-06-07 20:15:59,14
[6612079](https://beaconcha.in/slot/6612079),382433,lido,builder0x69,agnostic Gnosis,Teku,2023-06-07 20:16:11,15
[6612079](https://beaconcha.in/slot/6612079),382433,lido,builder0x69,ultrasound,Teku,2023-06-07 20:16:11,15
[6612080](https://beaconcha.in/slot/6612080),357157,figment,Flashbots,flashbots,Prysm,2023-06-07 20:16:23,16
[6612080](https://beaconcha.in/slot/6612080),357157,figment,Flashbots,ultrasound,Prysm,2023-06-07 20:16:23,16
[6612080](https://beaconcha.in/slot/6612080),357157,figment,Flashbots,agnostic Gnosis,Prysm,2023-06-07 20:16:23,16
[6612081](https://beaconcha.in/slot/6612081),474912,lido,builder0x69,ultrasound,Prysm,2023-06-07 20:16:35,17
[6612082](https://beaconcha.in/slot/6612082),490181,bitcoin suisse,rsync-builder.xyz,ultrasound,Teku,2023-06-07 20:16:47,18
[6612082](https://beaconcha.in/slot/6612082),490181,bitcoin suisse,rsync-builder.xyz,agnostic Gnosis,Teku,2023-06-07 20:16:47,18
[6612083](https://beaconcha.in/slot/6612083),399931,missed,,,Lighthouse,2023-06-07 20:16:59,19
[6612084](https://beaconcha.in/slot/6612084),462206,lido,builder0x69,ultrasound,Prysm,2023-06-07 20:17:11,20
[6612084](https://beaconcha.in/slot/6612084),462206,lido,builder0x69,agnostic Gnosis,Prysm,2023-06-07 20:17:11,20
[6612085](https://beaconcha.in/slot/6612085),220169,lido,builder0x69,ultrasound,Teku,2023-06-07 20:17:23,21
[6612086](https://beaconcha.in/slot/6612086),530313,bitcoin suisse,builder0x69,ultrasound,Nimbus,2023-06-07 20:17:35,22
[6612086](https://beaconcha.in/slot/6612086),530313,bitcoin suisse,builder0x69,agnostic Gnosis,Nimbus,2023-06-07 20:17:35,22
[6612087](https://beaconcha.in/slot/6612087),392709,lido,builder0x69,ultrasound,Lighthouse,2023-06-07 20:17:47,23
[6612088](https://beaconcha.in/slot/6612088),293377,staked.us,rsync-builder.xyz,bloxroute (max profit),Teku,2023-06-07 20:17:59,24
[6612089](https://beaconcha.in/slot/6612089),307886,lido,Flashbots,ultrasound,Lighthouse,2023-06-07 20:18:11,25
[6612089](https://beaconcha.in/slot/6612089),307886,lido,Flashbots,agnostic Gnosis,Lighthouse,2023-06-07 20:18:11,25
[6612089](https://beaconcha.in/slot/6612089),307886,lido,Flashbots,flashbots,Lighthouse,2023-06-07 20:18:11,25
[6612090](https://beaconcha.in/slot/6612090),371158,lido,BloXroute,bloxroute (max profit),Prysm,2023-06-07 20:18:23,26
[6612091](https://beaconcha.in/slot/6612091),654897,0x8b5cabb9bceb1011c4f0401977bed3da4325ae8ddda997cdc9496b9a0740db3d6d45d138a30f01793dd95cc7caf0882f,rsync-builder.xyz,flashbots,Prysm,2023-06-07 20:18:35,27
[6612092](https://beaconcha.in/slot/6612092),630005,figment,BloXroute,bloxroute (max profit),Prysm,2023-06-07 20:18:47,28
[6612093](https://beaconcha.in/slot/6612093),476312,coinbase,builder0x69,ultrasound,Lighthouse,2023-06-07 20:18:59,29
[6612093](https://beaconcha.in/slot/6612093),476312,coinbase,builder0x69,agnostic Gnosis,Lighthouse,2023-06-07 20:18:59,29
[6612094](https://beaconcha.in/slot/6612094),130390,lido,Flashbots,ultrasound,Lighthouse,2023-06-07 20:19:11,30
[6612094](https://beaconcha.in/slot/6612094),130390,lido,Flashbots,agnostic Gnosis,Lighthouse,2023-06-07 20:19:11,30
[6612094](https://beaconcha.in/slot/6612094),130390,lido,Flashbots,flashbots,Lighthouse,2023-06-07 20:19:11,30
[6612095](https://beaconcha.in/slot/6612095),667419,coinbase,rsync-builder.xyz,ultrasound,Lighthouse,2023-06-07 20:19:23,31
[6612096](https://beaconcha.in/slot/6612096),413646,0xb068f8c7ff737eddc76760af95262f878414d4ff38d4be1de393abbe1a3753d5556abdc9e10f906ff22c8880873fcc2d,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 20:19:35,0
[6612097](https://beaconcha.in/slot/6612097),519559,0xaf188d71ffd2b0891b596afa0d940bdddff4e90640359ffeedaff8bd240ac92ceb9ca11df481d47c7b6506ba0d4596f9,Flashbots,flashbots,Prysm,2023-06-07 20:19:47,1
[6612098](https://beaconcha.in/slot/6612098),82404,lido,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:19:59,2
[6612098](https://beaconcha.in/slot/6612098),82404,lido,beaverbuild.org,agnostic Gnosis,Lighthouse,2023-06-07 20:19:59,2
[6612099](https://beaconcha.in/slot/6612099),369686,rocketpool,beaverbuild.org,bloxroute (max profit),Lighthouse,2023-06-07 20:20:11,3
[6612100](https://beaconcha.in/slot/6612100),598773,0x971029f3024071c58ed464b49a8bffe97fb3a84d1a144f72fd936d11965073e8b4e6a294e44ff0b4f0b5984995a44c22,beaverbuild.org,blocknative,Nimbus,2023-06-07 20:20:23,4
[6612101](https://beaconcha.in/slot/6612101),464939,lido,builder0x69,ultrasound,Lighthouse,2023-06-07 20:20:35,5
[6612102](https://beaconcha.in/slot/6612102),661774,0xb1a4eb1f306c949c6101f551c76852e1b4a3752f38c3d2295962c2713dc2f67f5ac54c5efd56cf1ea101410f1715672c,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 20:20:47,6
[6612103](https://beaconcha.in/slot/6612103),483710,staked.us,builder0x69,ultrasound,Prysm,2023-06-07 20:20:59,7
[6612103](https://beaconcha.in/slot/6612103),483710,staked.us,builder0x69,agnostic Gnosis,Prysm,2023-06-07 20:20:59,7
[6612104](https://beaconcha.in/slot/6612104),36115,0xb028c78214a32eeda83b72502dc983a5a1a3deb65130b277973a52eb8743b66f265a3c65349e74c46c0feb027e049a5c,Flashbots,ultrasound,Teku,2023-06-07 20:21:11,8
[6612104](https://beaconcha.in/slot/6612104),36115,0xb028c78214a32eeda83b72502dc983a5a1a3deb65130b277973a52eb8743b66f265a3c65349e74c46c0feb027e049a5c,Flashbots,flashbots,Teku,2023-06-07 20:21:11,8
[6612104](https://beaconcha.in/slot/6612104),36115,0xb028c78214a32eeda83b72502dc983a5a1a3deb65130b277973a52eb8743b66f265a3c65349e74c46c0feb027e049a5c,Flashbots,agnostic Gnosis,Teku,2023-06-07 20:21:11,8
[6612105](https://beaconcha.in/slot/6612105),282572,staked.us,rsync-builder.xyz,bloxroute (max profit),Teku,2023-06-07 20:21:23,9
[6612106](https://beaconcha.in/slot/6612106),580269,coinbase,rsync-builder.xyz,bloxroute (max profit),Prysm,2023-06-07 20:21:35,10
[6612107](https://beaconcha.in/slot/6612107),282013,lido,rsync-builder.xyz,bloxroute (max profit),Prysm,2023-06-07 20:21:47,11
[6612108](https://beaconcha.in/slot/6612108),337743,0x9984046471d6b881f61c05911f3636b479ac6c3e920ecdff176a452c511154b0317c74b916409cf3db6c27f9a898570c,beaverbuild.org,ultrasound,Prysm,2023-06-07 20:21:59,12
[6612109](https://beaconcha.in/slot/6612109),541963,lido,rsync-builder.xyz,aestus,Lighthouse,2023-06-07 20:22:11,13
[6612110](https://beaconcha.in/slot/6612110),506989,abyss finance,beaverbuild.org,bloxroute (max profit),Lighthouse,2023-06-07 20:22:23,14
[6612111](https://beaconcha.in/slot/6612111),502688,0xb762e12792a43e1803ef45d5c155024a9093ecb0d28426d0e5ceba48dca534cd34a14e7abc648dbad881132b68f96e20,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 20:22:35,15
[6612112](https://beaconcha.in/slot/6612112),505648,coinbase,beaverbuild.org,bloxroute (max profit),Lighthouse,2023-06-07 20:22:47,16
[6612113](https://beaconcha.in/slot/6612113),404156,0xb86a23c082409e6fd32f80d98b6ebf70e486337b1768998bda016289500e32dff5953f9db62bbfcd468c4aff0c827fba,beaverbuild.org,bloxroute (max profit),Prysm,2023-06-07 20:22:59,17
[6612114](https://beaconcha.in/slot/6612114),196469,0xb7d2d275a36a834571646638fe07d78f64519b6f6c4e040261bc6d0ab0a4a90683ec7582846dc2454e54e9bcca1b718e,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 20:23:11,18
[6612115](https://beaconcha.in/slot/6612115),556087,lido,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:23:23,19
[6612116](https://beaconcha.in/slot/6612116),316282,0x9412d568cffbbe371abe2155bcfb086726a556fe1ff97615ce169088f3695840fb621f0e7f5bee379da517bcc26cd6b0,Flashbots,flashbots,Lighthouse,2023-06-07 20:23:35,20
[6612117](https://beaconcha.in/slot/6612117),645092,0xa0152d48b31a638a17799b2c72968eb856ab27d2c170c7c01d13f05ef2a69b13f19e0877e6acfaa2b4e744f282356c2a,beaverbuild.org,flashbots,Lighthouse,2023-06-07 20:23:47,21
[6612118](https://beaconcha.in/slot/6612118),5107,coinbase,rsync-builder.xyz,blocknative,Lighthouse,2023-06-07 20:23:59,22
[6612119](https://beaconcha.in/slot/6612119),428405,missed,,,Prysm,2023-06-07 20:24:11,23
[6612120](https://beaconcha.in/slot/6612120),75283,0xa6936744cbcd8f5195b6bb217719afaf56902ed31ef1cac68567d272c43cf003c543325d1dc29a3ebb866bdd5c74132f,rsync-builder.xyz,flashbots,Prysm,2023-06-07 20:24:23,24
[6612121](https://beaconcha.in/slot/6612121),82194,lido,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 20:24:35,25
[6612122](https://beaconcha.in/slot/6612122),535061,lido,Flashbots,flashbots,Lighthouse,2023-06-07 20:24:47,26
[6612123](https://beaconcha.in/slot/6612123),270477,binance,rsync-builder.xyz,bloxroute (regulated),Lighthouse,2023-06-07 20:24:59,27
[6612124](https://beaconcha.in/slot/6612124),638130,missed,,,Lighthouse,2023-06-07 20:25:11,28
[6612125](https://beaconcha.in/slot/6612125),398524,0x9383b479653981777bb289cbe2369791f8343165897c578fc15b53c7efe3f9fe212f408ed27a85f921eb620a5f5f6a91,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:25:23,29
[6612126](https://beaconcha.in/slot/6612126),566472,kraken,beaverbuild.org,bloxroute (max profit),Prysm,2023-06-07 20:25:35,30
[6612126](https://beaconcha.in/slot/6612126),566472,kraken,beaverbuild.org,ultrasound,Prysm,2023-06-07 20:25:35,30
[6612127](https://beaconcha.in/slot/6612127),456276,celsius,rsync-builder.xyz,flashbots,Prysm,2023-06-07 20:25:47,31
[6612128](https://beaconcha.in/slot/6612128),278166,0xb500bdc093be8b5235ab4848cd847a60e50193a811c6ccdf9e265dce29283c7c9fca9f9369e659b2982decc5c902fe42,builder0x69,blocknative,Lighthouse,2023-06-07 20:25:59,0
[6612129](https://beaconcha.in/slot/6612129),543173,0xb0f006f8e0d4ced67c7bac9214abee81ab472991df4aecc096255f40f17d9cdb9d4437c5733435dd4e4b5f45a0e9f11d,Flashbots,flashbots,Prysm,2023-06-07 20:26:11,1
[6612130](https://beaconcha.in/slot/6612130),630209,figment,builder0x69,flashbots,Lighthouse,2023-06-07 20:26:23,2
[6612131](https://beaconcha.in/slot/6612131),628955,0x8df0e7131f5367d3722d868b12d146d96cdd34d45e14e168e4134d68b774991ae376d36e06ae9a447ef34d36d3f95bfd,BloXroute,bloxroute (max profit),Lighthouse,2023-06-07 20:26:35,3
[6612132](https://beaconcha.in/slot/6612132),494119,lido,builder0x69,flashbots,Lighthouse,2023-06-07 20:26:47,4
[6612133](https://beaconcha.in/slot/6612133),384878,stakewise,builder0x69,ultrasound,Lighthouse,2023-06-07 20:26:59,5
[6612134](https://beaconcha.in/slot/6612134),395244,0x8d987484941eeeae539c2fccd7198374a66c36e2dfccd0e41baada9a6c1877fc0b456c41721a6daa01b568a6d7740887,beaverbuild.org,bloxroute (max profit),Prysm,2023-06-07 20:27:11,6
[6612134](https://beaconcha.in/slot/6612134),395244,0x8d987484941eeeae539c2fccd7198374a66c36e2dfccd0e41baada9a6c1877fc0b456c41721a6daa01b568a6d7740887,beaverbuild.org,ultrasound,Prysm,2023-06-07 20:27:11,6
[6612135](https://beaconcha.in/slot/6612135),126337,missed,,,Prysm,2023-06-07 20:27:23,7
[6612136](https://beaconcha.in/slot/6612136),241355,bitcoin suisse,beaverbuild.org,blocknative,Teku,2023-06-07 20:27:35,8
[6612136](https://beaconcha.in/slot/6612136),241355,bitcoin suisse,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 20:27:35,8
[6612137](https://beaconcha.in/slot/6612137),563577,bitcoin suisse,beaverbuild.org,bloxroute (max profit),Nimbus,2023-06-07 20:27:47,9
[6612137](https://beaconcha.in/slot/6612137),563577,bitcoin suisse,beaverbuild.org,ultrasound,Nimbus,2023-06-07 20:27:47,9
[6612138](https://beaconcha.in/slot/6612138),482221,lido,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:27:59,10
[6612139](https://beaconcha.in/slot/6612139),352940,lido,builder0x69,ultrasound,Prysm,2023-06-07 20:28:11,11
