slot,validator_id,validator,builder,relay,cl_client,date,slot_in_epoch
[6469075](https://beaconcha.in/slot/6469075),77442,kraken,,,Prysm,2023-05-18 23:35:23,19
[6470004](https://beaconcha.in/slot/6470004),108757,frax finance,rsync-builder.xyz,bloxroute (max profit),Lighthouse,2023-05-19 02:41:11,20
[6470209](https://beaconcha.in/slot/6470209),77170,0xb6ab141e436272dc34e96fdc9c8a683e9e7d38348dd5a24e65ed5ee4e2b8b31ff5f44d621bf2bd580f6e5420499081ca,rsync-builder.xyz,bloxroute (max profit),Lighthouse,2023-05-19 03:22:11,1
[6470689](https://beaconcha.in/slot/6470689),452911,figment,,,Lighthouse,2023-05-19 04:58:11,1
[6470700](https://beaconcha.in/slot/6470700),27271,0x810ca212bbfeb9ddd275b2343563113a2dfed7c5e191b04fb52402587ca71ac7684a8e0348d1713a0b0c9477d1187bf9,,,Prysm,2023-05-19 05:00:23,12
[6471898](https://beaconcha.in/slot/6471898),11176,lido,rsync-builder.xyz,bloxroute (max profit),Lighthouse,2023-05-19 08:59:59,26
[6471937](https://beaconcha.in/slot/6471937),186924,stakewise,,,Lighthouse,2023-05-19 09:07:47,1
[6473793](https://beaconcha.in/slot/6473793),75553,lido,,,Lighthouse,2023-05-19 15:18:59,1
[6475230](https://beaconcha.in/slot/6475230),161036,missed,,,,2023-05-19 20:06:23,30
[6475777](https://beaconcha.in/slot/6475777),566595,0xb07464b3d0f622fa2a4b8c671bedab7ca0c2118de2ed584cc5d306050b0f124bad8e14afdd2539a60fb3b76a97fd37af,BloXroute,bloxroute (regulated),Lighthouse,2023-05-19 21:55:47,1
[6476353](https://beaconcha.in/slot/6476353),327384,0x83c074767528997d0baff00355ba1664955cacf348c6f8fc7a40154f13614464d108e7b28dcb47539c66e713cb0361ef,BloXroute,bloxroute (regulated),Lighthouse,2023-05-19 23:50:59,1
[6476996](https://beaconcha.in/slot/6476996),127234,0x8c6b5888bc471f99a5429ca09a91d95c92cee5a18d546a119322066ccdb71ec17eca4e08ecd153c774a0c2acf2de60c6,rsync-builder.xyz,bloxroute (max profit),Lighthouse,2023-05-20 01:59:35,4
[6478068](https://beaconcha.in/slot/6478068),275717,binance,,,Lighthouse,2023-05-20 05:33:59,20
[6479745](https://beaconcha.in/slot/6479745),58699,lido,,,Lighthouse,2023-05-20 11:09:23,1
[6481505](https://beaconcha.in/slot/6481505),221180,0x90f6bf538c026ded7c6d65ec456e10e42ac1209f8421f13fcae33a93991785b5a9fa09c1b6e2376468e8bc7f280b360d,,,Prysm,2023-05-20 17:01:23,1
[6481665](https://beaconcha.in/slot/6481665),397663,lido,Blocknative,blocknative,Lighthouse,2023-05-20 17:33:23,1
[6481839](https://beaconcha.in/slot/6481839),487490,0x93b2fdaf2b93aad36841ac4382d4179bd20e40f0ea65b9807cc70d979ca6cedc9817d2a70acfe722f40046fb5f073bad,,,Prysm,2023-05-20 18:08:11,15
[6482145](https://beaconcha.in/slot/6482145),336460,binance,,,Lighthouse,2023-05-20 19:09:23,1
[6482977](https://beaconcha.in/slot/6482977),494460,0x93e96836bd7d1e11c1b327293ac7c1acb38ed347a672b4d9b3715adab626d973dc767537a744dd6b7faaeff0da748ed4,Blocknative,blocknative,Prysm,2023-05-20 21:55:47,1
[6483130](https://beaconcha.in/slot/6483130),268098,coinbase,rsync-builder.xyz,bloxroute (max profit),Lighthouse,2023-05-20 22:26:23,26
[6484321](https://beaconcha.in/slot/6484321),391595,lido,Blocknative,blocknative,Lighthouse,2023-05-21 02:24:35,1
[6484609](https://beaconcha.in/slot/6484609),7154,lido,BloXroute,bloxroute (max profit),Prysm,2023-05-21 03:22:11,1
[6486252](https://beaconcha.in/slot/6486252),496393,lido,rsync-builder.xyz,bloxroute (max profit),Teku,2023-05-21 08:50:47,12
[6486721](https://beaconcha.in/slot/6486721),367341,lido,Blocknative,blocknative,Lighthouse,2023-05-21 10:24:35,1
[6487457](https://beaconcha.in/slot/6487457),618294,coinbase,,,Prysm,2023-05-21 12:51:47,1
[6489313](https://beaconcha.in/slot/6489313),411506,missed,,,,2023-05-21 19:02:59,1
[6490104](https://beaconcha.in/slot/6490104),15881,binance,,,Lighthouse,2023-05-21 21:41:11,24
[6491361](https://beaconcha.in/slot/6491361),210913,coinbase,,,Nimbus,2023-05-22 01:52:35,1
[6492545](https://beaconcha.in/slot/6492545),300190,lido,BloXroute,bloxroute (regulated),Prysm,2023-05-22 05:49:23,1
[6495439](https://beaconcha.in/slot/6495439),473496,kraken,Flashbots,ultrasound,Prysm,2023-05-22 15:28:11,15
[6496930](https://beaconcha.in/slot/6496930),444023,celsius,,,Prysm,2023-05-22 20:26:23,2
[6497435](https://beaconcha.in/slot/6497435),127656,0x88af6ed7ea581249f683215c1a8e5a5b70517f5be48075f4c9c31c9204eb1de2f94e348d5ddb961e7beb33c79e0acf37,https://edennetwork.io,eden,Prysm,2023-05-22 22:07:23,27
[6497633](https://beaconcha.in/slot/6497633),79681,coinbase,rsync-builder.xyz,bloxroute (max profit),Lighthouse,2023-05-22 22:46:59,1
[6498337](https://beaconcha.in/slot/6498337),114473,rocketpool,,,Teku,2023-05-23 01:07:47,1
[6499478](https://beaconcha.in/slot/6499478),3339,lido,,,Lighthouse,2023-05-23 04:55:59,22
[6499904](https://beaconcha.in/slot/6499904),241576,0xa491978a0aee23cceea77012e420943326e28f896ee678722a163e6bb9b99625b17f30ef590a56f3cdcd2bab12831987,,,Prysm,2023-05-23 06:21:11,0
[6500802](https://beaconcha.in/slot/6500802),119288,0x8314d8997db3096ad93b7f839c970202d402da428db52ee9b29dea68f5fb2f0ca31254b2aae65622725f032e783f2cfc,rsync-builder.xyz,bloxroute (max profit),Lighthouse,2023-05-23 09:20:47,2
[6501421](https://beaconcha.in/slot/6501421),44994,lido,,,Lighthouse,2023-05-23 11:24:35,13
[6504929](https://beaconcha.in/slot/6504929),411505,stakefish,rsync-builder.xyz,bloxroute (max profit),Lighthouse,2023-05-23 23:06:11,1
[6505121](https://beaconcha.in/slot/6505121),476810,0xa7642273cbd2b0dcc539896f8cf8ad6a83a467ecbdd5e81bd2f293d99b5c264bdd8f92d31740049ebe268f4e1e8635fb,,,Prysm,2023-05-23 23:44:35,1
[6507105](https://beaconcha.in/slot/6507105),602289,0xaac843b01c2059d347ad234ff00da014c0a67d91a64cda082a98583fcd3f655ebd8e9c36b243ecac732fc7e0c0dbd0dd,,,Lighthouse,2023-05-24 06:21:23,1
[6507950](https://beaconcha.in/slot/6507950),348388,0xa97a5bebaf35f25a87c30e314bcba97e2acecaf922cc1c3ac08ff050fc59e449794d400fe16bdec9de174820aa5cf3ba,,,Lodestar,2023-05-24 09:10:23,14
[6508019](https://beaconcha.in/slot/6508019),564911,lido,Blocknative,blocknative,Prysm,2023-05-24 09:24:11,19
[6510785](https://beaconcha.in/slot/6510785),223396,rocketpool,Blocknative,blocknative,Nimbus,2023-05-24 18:37:23,1
[6511393](https://beaconcha.in/slot/6511393),12229,coinbase,,,Lighthouse,2023-05-24 20:38:59,1
[6511681](https://beaconcha.in/slot/6511681),68862,kraken,rsync-builder.xyz,bloxroute (max profit),Prysm,2023-05-24 21:36:35,1
[6511681](https://beaconcha.in/slot/6511681),68862,kraken,rsync-builder.xyz,blocknative,Prysm,2023-05-24 21:36:35,1
[6512065](https://beaconcha.in/slot/6512065),515984,0xb53325cdf11533e507169422d61e1859c8d5d0a7d8aa8b4af53d76b4e1dcd8df7aa3fb9a86cd9a116a1e5979d62aa317,,,Lighthouse,2023-05-24 22:53:23,1
[6512545](https://beaconcha.in/slot/6512545),318644,0xa7b7b99a021e96d845bcdcede345c0930127f5808c4a7926a969ed35cf578af782bcdba3ae8baa252b329d1fa6e0df8f,,,Teku,2023-05-25 00:29:23,1
[6512833](https://beaconcha.in/slot/6512833),486861,lido,,,Teku,2023-05-25 01:26:59,1
[6514031](https://beaconcha.in/slot/6514031),545595,binance,,,Prysm,2023-05-25 05:26:35,15
[6514657](https://beaconcha.in/slot/6514657),511731,0xb0b9cdd29ef11487402a59e5589c7d82237fa35a3c4025d15582a78536f66a3296a5fc4d547e6d7a6748ce2ffbd10e1d,,,Lighthouse,2023-05-25 07:31:47,1
[6515329](https://beaconcha.in/slot/6515329),571053,lido,,,Lighthouse,2023-05-25 09:46:11,1
[6515758](https://beaconcha.in/slot/6515758),576104,lido,,,Lighthouse,2023-05-25 11:11:59,14
[6515937](https://beaconcha.in/slot/6515937),101755,lido,Blocknative,blocknative,Prysm,2023-05-25 11:47:47,1
[6517441](https://beaconcha.in/slot/6517441),287552,lido,,,Lighthouse,2023-05-25 16:48:35,1
[6518561](https://beaconcha.in/slot/6518561),595005,0xaa6b3ee44e7a66c928ce2d4d526f98566674cb99936b5b8e1d5f4e7d2f14dfa572893bbf68b66f750ced2e2674d0596b,,,Prysm,2023-05-25 20:32:35,1
[6518945](https://beaconcha.in/slot/6518945),588462,lido,,,Prysm,2023-05-25 21:49:23,1
[6519139](https://beaconcha.in/slot/6519139),77174,rocketpool,rsync-builder.xyz,blocknative,Lighthouse,2023-05-25 22:28:11,3
[6519489](https://beaconcha.in/slot/6519489),575658,binance,,,Prysm,2023-05-25 23:38:11,1
[6520065](https://beaconcha.in/slot/6520065),475315,coinbase,,,Prysm,2023-05-26 01:33:23,1
[6520449](https://beaconcha.in/slot/6520449),143351,frax finance,rsync-builder.xyz,bloxroute (regulated),Lighthouse,2023-05-26 02:50:11,1
[6520449](https://beaconcha.in/slot/6520449),143351,frax finance,rsync-builder.xyz,bloxroute (max profit),Lighthouse,2023-05-26 02:50:11,1
[6521094](https://beaconcha.in/slot/6521094),213512,0xa2fb61acb8ed39ab669a3f14e132ff06a22f2fc3cf37bf3b2df42f87c9d7fe79c75578ed9b900b4a7c006cde0aae2036,Blocknative,blocknative,Teku,2023-05-26 04:59:11,6
[6521729](https://beaconcha.in/slot/6521729),406771,0xb3b7fe3921000626b799b5c0d9641e3aac23ad1f20b0e7267c25a059a6c2d95aa93eb18cc2a45e89b3cfdb17e900777b,Blocknative,blocknative,Teku,2023-05-26 07:06:11,1
[6522305](https://beaconcha.in/slot/6522305),143915,lido,,,Lighthouse,2023-05-26 09:01:23,1
[6523105](https://beaconcha.in/slot/6523105),171000,stakefish,,,Lighthouse,2023-05-26 11:41:23,1
[6523169](https://beaconcha.in/slot/6523169),458599,binance,,,Lighthouse,2023-05-26 11:54:11,1
[6523809](https://beaconcha.in/slot/6523809),137182,0xab10a6d3c19f46425cec62a16b32ad7a09803b90fc0622caca642479d4d02eaa793fa8f0c0afb108367a3cf85f7c2819,,,Lighthouse,2023-05-26 14:02:11,1
[6523937](https://beaconcha.in/slot/6523937),576153,binance,,,Prysm,2023-05-26 14:27:47,1
[6525057](https://beaconcha.in/slot/6525057),383541,abyss finance,,,Prysm,2023-05-26 18:11:47,1
[6525825](https://beaconcha.in/slot/6525825),418499,lido,Blocknative,blocknative,Lighthouse,2023-05-26 20:45:23,1
[6526014](https://beaconcha.in/slot/6526014),305961,0xb6e435a708391699baefde5527556e426051519c578a7e76fcfebe501bf57eb7b91768cda4c7e0ae4c8d7ac9ae0df85f,,,Lighthouse,2023-05-26 21:23:11,30
[6526049](https://beaconcha.in/slot/6526049),245240,lido,Blocknative,blocknative,Teku,2023-05-26 21:30:11,1
[6526225](https://beaconcha.in/slot/6526225),623770,lido,rsync-builder.xyz,bloxroute (max profit),Lighthouse,2023-05-26 22:05:23,17
[6526225](https://beaconcha.in/slot/6526225),623770,lido,rsync-builder.xyz,blocknative,Lighthouse,2023-05-26 22:05:23,17
[6526833](https://beaconcha.in/slot/6526833),103762,lido,Blocknative,blocknative,Lighthouse,2023-05-27 00:06:59,17
[6527540](https://beaconcha.in/slot/6527540),11722,0xafc18399b07e016fcf93e97654434e36a9e0f35d748f83b3f72928d9f7e7b51a3b093f164284b41e0c046943135946e4,Blocknative,blocknative,Prysm,2023-05-27 02:28:23,20
[6527582](https://beaconcha.in/slot/6527582),10951,0xab42026b9cb7195b421f8d4f2fccda510c2192f4679a3f8979eaa040a8bc7cf004830f71ae9490fe9476bcd9a720b70a,rsync-builder.xyz,bloxroute (max profit),Nimbus,2023-05-27 02:36:47,30
[6529222](https://beaconcha.in/slot/6529222),10172,lido,Blocknative,blocknative,Nimbus,2023-05-27 08:04:47,6
[6529761](https://beaconcha.in/slot/6529761),406493,lido,,,Prysm,2023-05-27 09:52:35,1
[6532833](https://beaconcha.in/slot/6532833),10843,lido,rsync-builder.xyz,bloxroute (max profit),Lighthouse,2023-05-27 20:06:59,1
[6532833](https://beaconcha.in/slot/6532833),10843,lido,rsync-builder.xyz,bloxroute (regulated),Lighthouse,2023-05-27 20:06:59,1
[6532833](https://beaconcha.in/slot/6532833),10843,lido,rsync-builder.xyz,blocknative,Lighthouse,2023-05-27 20:06:59,1
[6533025](https://beaconcha.in/slot/6533025),271575,0x9613dac9eed3a739f54456ee3ff8cf75282c6d8e645788996fc3aec6b919b9eba626cc3ce54234c3808bc091fa52e6cc,rsync-builder.xyz,blocknative,Lighthouse,2023-05-27 20:45:23,1
[6533025](https://beaconcha.in/slot/6533025),271575,0x9613dac9eed3a739f54456ee3ff8cf75282c6d8e645788996fc3aec6b919b9eba626cc3ce54234c3808bc091fa52e6cc,rsync-builder.xyz,bloxroute (max profit),Lighthouse,2023-05-27 20:45:23,1
[6534049](https://beaconcha.in/slot/6534049),557885,lido,BloXroute,bloxroute (regulated),Teku,2023-05-28 00:10:11,1
[6534553](https://beaconcha.in/slot/6534553),11206,lido,,,Lighthouse,2023-05-28 01:50:59,25
[6535169](https://beaconcha.in/slot/6535169),481732,lido,Blocknative,blocknative,Lighthouse,2023-05-28 03:54:11,1
[6538113](https://beaconcha.in/slot/6538113),230742,coinbase,,,Lighthouse,2023-05-28 13:42:59,1
[6538276](https://beaconcha.in/slot/6538276),484788,lido,rsync-builder.xyz,blocknative,Prysm,2023-05-28 14:15:35,4
[6538276](https://beaconcha.in/slot/6538276),484788,lido,rsync-builder.xyz,bloxroute (max profit),Prysm,2023-05-28 14:15:35,4
[6538352](https://beaconcha.in/slot/6538352),278263,kraken,,,Prysm,2023-05-28 14:30:47,16
[6540545](https://beaconcha.in/slot/6540545),210996,0x80e7503830c630a9cfa67850b3aa0444a8f6c7f1684744c73d2771e22462b5d421405297dedf214ac8aa7d8cce8b2191,,,Prysm,2023-05-28 21:49:23,1
[6540593](https://beaconcha.in/slot/6540593),13427,0xb9fb6ff8bb82b7be909d005dc8072ff6af7e89f164af58a4b5b0ab19c327c8a59aac8307ce926138c01b4dfa34f7b125,,,Lighthouse,2023-05-28 21:58:59,17
[6541410](https://beaconcha.in/slot/6541410),441587,abyss finance,,,Teku,2023-05-29 00:42:23,2
[6542231](https://beaconcha.in/slot/6542231),77585,lido,,,Lighthouse,2023-05-29 03:26:35,23
[6543233](https://beaconcha.in/slot/6543233),158679,bitcoin suisse,Blocknative,blocknative,Teku,2023-05-29 06:46:59,1
[6543425](https://beaconcha.in/slot/6543425),585790,0xa2729448361a11ebbd284615995a56fbef8bd6ceffabc53746b4709b23a5c7f5fcbc3dc52fd823348e95094db259c6d2,,,Teku,2023-05-29 07:25:23,1
[6545441](https://beaconcha.in/slot/6545441),618651,0xae2fa580d7a95a3e4277c4863c4a04d280983e58dfd54325494ddc49ae6a16ff9079552e2f245c4f603192b72cbcb4dc,,,Prysm,2023-05-29 14:08:35,1
[6545450](https://beaconcha.in/slot/6545450),170884,0xa48d454241bb5f6e59b676dbd55101d7c74e6d6ab22c07bf21f5750c579edb5dd2fc502bfc9f8b9249db9145a96f8633,,,Prysm,2023-05-29 14:10:23,10
[6546948](https://beaconcha.in/slot/6546948),648560,missed,,,,2023-05-29 19:09:59,4
[6548193](https://beaconcha.in/slot/6548193),241203,stakefish,,,Lighthouse,2023-05-29 23:18:59,1
[6550753](https://beaconcha.in/slot/6550753),183358,kraken,Blocknative,blocknative,Prysm,2023-05-30 07:50:59,1
[6550919](https://beaconcha.in/slot/6550919),628012,staked.us,rsync-builder.xyz,bloxroute (max profit),Lighthouse,2023-05-30 08:24:11,7
[6551101](https://beaconcha.in/slot/6551101),10667,0xaf8a64777efe800d74618243630e31a8880150f8f547a021243b6d349e0601b2eb63f391d0ffcda233fef9f35fb8d629,Blocknative,blocknative,Lighthouse,2023-05-30 09:00:35,29
[6551154](https://beaconcha.in/slot/6551154),11153,0xa73501a0225484cfbefe9a8b12afedc414f9b53a258176c7eccc32fab655b90e84ce4e512744c384921d16fac1572ce3,,,Prysm,2023-05-30 09:11:11,18
[6551553](https://beaconcha.in/slot/6551553),312174,coinbase,Blocknative,blocknative,Lighthouse,2023-05-30 10:30:59,1
[6552495](https://beaconcha.in/slot/6552495),390587,lido,rsync-builder.xyz,bloxroute (max profit),Prysm,2023-05-30 13:39:23,15
[6552495](https://beaconcha.in/slot/6552495),390587,lido,rsync-builder.xyz,bloxroute (regulated),Prysm,2023-05-30 13:39:23,15
[6552897](https://beaconcha.in/slot/6552897),69867,lido,,,Lighthouse,2023-05-30 14:59:47,1
[6553158](https://beaconcha.in/slot/6553158),241145,lido,rsync-builder.xyz,bloxroute (max profit),Nimbus,2023-05-30 15:51:59,6
[6611954](https://beaconcha.in/slot/6611954),38836,0x8318c06bf3de2f4d3f476db372c19b91010251740a9d113307d2177bc48270e4073b5efc6d7981b4bbd6139848c10efb,Titan Builder,aestus,Lighthouse,2023-06-07 19:51:11,18
[6611955](https://beaconcha.in/slot/6611955),507656,missed,,,Prysm,2023-06-07 19:51:23,19
[6611956](https://beaconcha.in/slot/6611956),144082,lido,Blocknative,agnostic Gnosis,Teku,2023-06-07 19:51:35,20
[6611957](https://beaconcha.in/slot/6611957),319007,missed,,,Prysm,2023-06-07 19:51:47,21
[6611958](https://beaconcha.in/slot/6611958),288239,lido,builder0x69,ultrasound,Lighthouse,2023-06-07 19:51:59,22
[6611959](https://beaconcha.in/slot/6611959),316229,rocketpool,Flashbots,flashbots,Nimbus,2023-06-07 19:52:11,23
[6611960](https://beaconcha.in/slot/6611960),262821,binance,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 19:52:23,24
[6611961](https://beaconcha.in/slot/6611961),637042,abyss finance,Flashbots,flashbots,Prysm,2023-06-07 19:52:35,25
[6611962](https://beaconcha.in/slot/6611962),561224,0xaba875e4df9b3a69282e166cda15888c5964d9e44738d88e400b8d0f5e70fdaf192b69d96f4bb2df7388a6a9de580067,builder0x69,ultrasound,Lighthouse,2023-06-07 19:52:47,26
[6611963](https://beaconcha.in/slot/6611963),445074,bitcoin suisse,Flashbots,agnostic Gnosis,Teku,2023-06-07 19:52:59,27
[6611963](https://beaconcha.in/slot/6611963),445074,bitcoin suisse,Flashbots,ultrasound,Teku,2023-06-07 19:52:59,27
[6611964](https://beaconcha.in/slot/6611964),280827,0x8752efd73c1c7b8f4a1c0c2fbda34a81f14fb91235dad2ce75c290c055db84b5ba17a77afaacd3296f79f60e7221da95,builder0x69,ultrasound,Prysm,2023-06-07 19:53:11,28
[6611964](https://beaconcha.in/slot/6611964),280827,0x8752efd73c1c7b8f4a1c0c2fbda34a81f14fb91235dad2ce75c290c055db84b5ba17a77afaacd3296f79f60e7221da95,builder0x69,agnostic Gnosis,Prysm,2023-06-07 19:53:11,28
[6611965](https://beaconcha.in/slot/6611965),246909,lido,beaverbuild.org,blocknative,Prysm,2023-06-07 19:53:23,29
[6611965](https://beaconcha.in/slot/6611965),246909,lido,beaverbuild.org,flashbots,Prysm,2023-06-07 19:53:23,29
[6611966](https://beaconcha.in/slot/6611966),275080,0x8274b11ad601b9b940fbf9f1992dfab64bd07e58b63f0997b9352408b0d8157b553ec02a37a32b237facfab02d00da53,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 19:53:35,30
[6611967](https://beaconcha.in/slot/6611967),570114,0xab31f5534b9ab2c7c77d414fe7cc9e7776d0e4e1f7151338161e3e0b9e0032b1a2fcadc5aecb9735ea830eec08ca47ec,rsync-builder.xyz,ultrasound,Prysm,2023-06-07 19:53:47,31
[6611968](https://beaconcha.in/slot/6611968),1295,0xb405508b8f2719535cc5104b884cd6893c0c44d75d8b0ca18b8c0b1a53bcfc0699d0af06cc4ad0cc32d9cc375225fdef,payload.de,flashbots,Lighthouse,2023-06-07 19:53:59,0
[6611969](https://beaconcha.in/slot/6611969),19282,lido,Flashbots,flashbots,Prysm,2023-06-07 19:54:11,1
[6611969](https://beaconcha.in/slot/6611969),19282,lido,Flashbots,ultrasound,Prysm,2023-06-07 19:54:11,1
[6611969](https://beaconcha.in/slot/6611969),19282,lido,Flashbots,agnostic Gnosis,Prysm,2023-06-07 19:54:11,1
[6611970](https://beaconcha.in/slot/6611970),347924,lido,builder0x69,ultrasound,Prysm,2023-06-07 19:54:23,2
[6611971](https://beaconcha.in/slot/6611971),541834,missed,,,Prysm,2023-06-07 19:54:35,3
[6611972](https://beaconcha.in/slot/6611972),19284,coinbase,builder0x69,blocknative,Lighthouse,2023-06-07 19:54:47,4
[6611973](https://beaconcha.in/slot/6611973),332894,lido,beaverbuild.org,ultrasound,Teku,2023-06-07 19:54:59,5
[6611973](https://beaconcha.in/slot/6611973),332894,lido,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 19:54:59,5
[6611974](https://beaconcha.in/slot/6611974),232621,celsius,Flashbots,flashbots,Prysm,2023-06-07 19:55:11,6
[6611975](https://beaconcha.in/slot/6611975),367205,abyss finance,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 19:55:23,7
[6611975](https://beaconcha.in/slot/6611975),367205,abyss finance,beaverbuild.org,agnostic Gnosis,Lighthouse,2023-06-07 19:55:23,7
[6611976](https://beaconcha.in/slot/6611976),604195,lido,Flashbots,flashbots,Prysm,2023-06-07 19:55:35,8
[6611977](https://beaconcha.in/slot/6611977),533786,0xa1e739599b8bda9064ff78e577ab656804f7b35999703d03cce03279619aefa4bb9e354fdbdf3d8df432c168466f5004,rsync-builder.xyz,bloxroute (max profit),Teku,2023-06-07 19:55:47,9
[6611978](https://beaconcha.in/slot/6611978),473123,lido,builder0x69,blocknative,Nimbus,2023-06-07 19:55:59,10
[6611979](https://beaconcha.in/slot/6611979),317272,missed,,,Lighthouse,2023-06-07 19:56:11,11
[6611980](https://beaconcha.in/slot/6611980),228491,coinbase,rsync-builder.xyz,bloxroute (max profit),Prysm,2023-06-07 19:56:23,12
[6611981](https://beaconcha.in/slot/6611981),193723,lido,beaverbuild.org,bloxroute (max profit),Lighthouse,2023-06-07 19:56:35,13
[6611982](https://beaconcha.in/slot/6611982),218881,lido,builder0x69,ultrasound,Lighthouse,2023-06-07 19:56:47,14
[6611983](https://beaconcha.in/slot/6611983),351337,rocketpool,rsync-builder.xyz,flashbots,Nimbus,2023-06-07 19:56:59,15
[6611983](https://beaconcha.in/slot/6611983),351337,rocketpool,rsync-builder.xyz,blocknative,Nimbus,2023-06-07 19:56:59,15
[6611983](https://beaconcha.in/slot/6611983),351337,rocketpool,rsync-builder.xyz,bloxroute (regulated),Nimbus,2023-06-07 19:56:59,15
[6611983](https://beaconcha.in/slot/6611983),351337,rocketpool,rsync-builder.xyz,eden,Nimbus,2023-06-07 19:56:59,15
[6611984](https://beaconcha.in/slot/6611984),267528,binance,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 19:57:11,16
[6611985](https://beaconcha.in/slot/6611985),638068,figment,beaverbuild.org,flashbots,Lighthouse,2023-06-07 19:57:23,17
[6611986](https://beaconcha.in/slot/6611986),311757,0x8caf7093ab1867b05e58b759d2bb9c50e5596fd8f51e96d0b525faaab704782d3b1d827aedce9b08f211b95d5b456a9e,Flashbots,flashbots,Nimbus,2023-06-07 19:57:35,18
[6611986](https://beaconcha.in/slot/6611986),311757,0x8caf7093ab1867b05e58b759d2bb9c50e5596fd8f51e96d0b525faaab704782d3b1d827aedce9b08f211b95d5b456a9e,Flashbots,ultrasound,Nimbus,2023-06-07 19:57:35,18
[6611987](https://beaconcha.in/slot/6611987),175207,stakefish,payload.de,agnostic Gnosis,Lighthouse,2023-06-07 19:57:47,19
[6611988](https://beaconcha.in/slot/6611988),665706,rocketpool,builder0x69,blocknative,Prysm,2023-06-07 19:57:59,20
[6611989](https://beaconcha.in/slot/6611989),596606,0xa67c6b221d910ca6f59b25726599a9e0715bb2c052cef2dc415bf1d5afce1f2cc4d3232d9e01ce503fc8a38869c0256c,rsync-builder.xyz,bloxroute (max profit),Prysm,2023-06-07 19:58:11,21
[6611990](https://beaconcha.in/slot/6611990),20913,missed,,,Lighthouse,2023-06-07 19:58:23,22
[6611991](https://beaconcha.in/slot/6611991),448372,cake defi,Flashbots,flashbots,Lighthouse,2023-06-07 19:58:35,23
[6611992](https://beaconcha.in/slot/6611992),442256,lido,Flashbots,flashbots,Prysm,2023-06-07 19:58:47,24
[6611993](https://beaconcha.in/slot/6611993),614347,0x848e0eb8921cfd908c84ee5a70b763706e8271592a7b951554d1ebb1aca6c7dcf5d714522eb26177479c37be59aa318d,rsync-builder.xyz,bloxroute (max profit),Teku,2023-06-07 19:58:59,25
[6611994](https://beaconcha.in/slot/6611994),484540,coinbase,rsync-builder.xyz,bloxroute (max profit),Prysm,2023-06-07 19:59:11,26
[6611994](https://beaconcha.in/slot/6611994),484540,coinbase,rsync-builder.xyz,flashbots,Prysm,2023-06-07 19:59:11,26
[6611995](https://beaconcha.in/slot/6611995),171557,0xac07d3c324676fe170cd748dbfab9205c9b14cff9c3528d46bfcd2c5b5f70c1c99cb0c21d166bfa7834edec9132864e8,builder0x69,agnostic Gnosis,Lighthouse,2023-06-07 19:59:23,27
[6611996](https://beaconcha.in/slot/6611996),205540,0x844f9a956f98ebd7c69f675f68ed28185c316a0640c74c5e444f12db26bbee5a05c85efd8d5b5b18ccd15e5d565a86cb,rsync-builder.xyz,agnostic Gnosis,Lighthouse,2023-06-07 19:59:35,28
[6611997](https://beaconcha.in/slot/6611997),548768,lido,Flashbots,flashbots,Teku,2023-06-07 19:59:47,29
[6611998](https://beaconcha.in/slot/6611998),272351,0xa0675f09978e4e47ab729f868a19781488837edbc9bd5bd075665db867ee4bff2ea4f5b7d6f7c2c250e7bb4cbfcc0df9,builder0x69,ultrasound,Lighthouse,2023-06-07 19:59:59,30
[6611999](https://beaconcha.in/slot/6611999),422833,stakewise,rsync-builder.xyz,blocknative,Teku,2023-06-07 20:00:11,31
[6612000](https://beaconcha.in/slot/6612000),107823,binance,builder0x69,blocknative,Prysm,2023-06-07 20:00:23,0
[6612001](https://beaconcha.in/slot/6612001),116596,lido,beaverbuild.org,flashbots,Teku,2023-06-07 20:00:35,1
[6612002](https://beaconcha.in/slot/6612002),353340,figment,Flashbots,flashbots,Lighthouse,2023-06-07 20:00:47,2
[6612003](https://beaconcha.in/slot/6612003),449434,bitcoin suisse,beaverbuild.org,agnostic Gnosis,Teku,2023-06-07 20:00:59,3
[6612003](https://beaconcha.in/slot/6612003),449434,bitcoin suisse,beaverbuild.org,ultrasound,Teku,2023-06-07 20:00:59,3
[6612003](https://beaconcha.in/slot/6612003),449434,bitcoin suisse,beaverbuild.org,bloxroute (max profit),Teku,2023-06-07 20:00:59,3
[6612004](https://beaconcha.in/slot/6612004),231332,lido,beaverbuild.org,flashbots,Prysm,2023-06-07 20:01:11,4
[6612005](https://beaconcha.in/slot/6612005),251931,lido,beaverbuild.org,agnostic Gnosis,Lighthouse,2023-06-07 20:01:23,5
[6612005](https://beaconcha.in/slot/6612005),251931,lido,beaverbuild.org,ultrasound,Lighthouse,2023-06-07 20:01:23,5
[6612006](https://beaconcha.in/slot/6612006),231831,missed,,,Lighthouse,2023-06-07 20:01:35,6
[6612007](https://beaconcha.in/slot/6612007),493226,binance,builder0x69,blocknative,Prysm,2023-06-07 20:01:47,7
